text,created_at,hashtags
"[11:59AM] #AgegeMotorRd #IncidentReport 

A car having front right ball joint issue at Bolade Oshodi junction Inward Ladipo. Effort is on by the owner to remove it from the location. 
Our officers are on ground ensuring free flow around the location. https://t.co/5plMsiWbqU",Fri Dec 06 10:59:40 +0000 2024,"['AgegeMotorRd', 'IncidentReport']"
"[10:53AM] #3MB #IncidentReport 

An LT bus toppled due to over speeding at Adekunle inward Iyana Oworo. Tow truck has been contacted for evacuation, while LASAMBUS and our officers are on ground managing the situation effectively.

#followLASTMA https://t.co/EGlDkzFtAl",Fri Dec 06 09:58:22 +0000 2024,"['3MB', 'IncidentReport', 'followLASTMA']"
"[10:42AM] #LeventisBridge #IncidentReport 

A 40ft containerized truck fell on its side on Leventis bridge outward Apapa by Nagaff Junction. LRU has been contacted while the road has been cordoned off by creating a diversion underneath the bridge towards Danlami for easy https://t.co/Jucpa8lLIk",Fri Dec 06 09:46:20 +0000 2024,"['LeventisBridge', 'IncidentReport']"
"[10AM] #LagosBagadryExp #IncidentReport 

A mini truck had brake failure at Onireke inward Ojo Military Barracks along Lagos Badagry Expressway. Tow vehicle has been contacted for recovery, with no effect on traffic at the moment.

#followLASTMA https://t.co/CyZCx6MgUG",Fri Dec 06 09:15:42 +0000 2024,"['LagosBagadryExp', 'IncidentReport', 'followLASTMA']"
"[9:43AM] #OyingboBridge #IncidentReport 

A trailer had brake failure and then rammed into a car on Oyingbo Bridge, causing a backlog close to Denton Police Station. A tow truck has been contacted while Police and LASTMA officers on the ground are doing the needful. https://t.co/4W5Sk53nEy",Fri Dec 06 08:44:30 +0000 2024,"['OyingboBridge', 'IncidentReport']"
"[9:36AM] #QuickUpdate #IncidentReport 

A broken down Mack truck with rear tyre problem at Cele Ijesha Oshodi Expressway inward Oshodi. The owner is seriously working on it while our officers are on scene monitoring the situation. https://t.co/32MziYweSW",Fri Dec 06 08:38:22 +0000 2024,"['QuickUpdate', 'IncidentReport']"
"[8:40AM] #3MB #IncidentReport 

A broken down containerized truck having rear tyre issue at Adekunle inward Adeniji. The owner is working on it so as to get it out of the road.

Please, drive with caution on approach. https://t.co/GQQMyWvriw",Fri Dec 06 08:00:42 +0000 2024,"['3MB', 'IncidentReport']"
"[8:20AM] #QuickUpdate #IncidentReport 

A broken down 40ft loaded trailer having mechanical fault at Radio Area, inward Ota from Itamaga roundabout. Tow truck on ground for evacuation while our officers are on scene monitoring the situation.

#followLASTMA https://t.co/WwavSU7hXF",Fri Dec 06 07:21:42 +0000 2024,"['QuickUpdate', 'IncidentReport', 'followLASTMA']"
"[7:00AM] #IkoroduRd #IncidentReport 

A broken down loaded Tipper having mechanical fault occupying a lane at Kosofe main carriageway Inwards Ketu, backlogging traffic to Owode Elede. Effort is ongoing for recovery while our officers are on scene managing the situation https://t.co/NFDRFDDrfJ",Fri Dec 06 06:04:03 +0000 2024,"['IkoroduRd', 'IncidentReport']"
"[6:50AM] #LagosBadagryExp #IncidentReport 

An empty mini truck had an accident at Durbar Junction inward MazaMaza. Tow vehicle contacted while our officers are on the ground monitoring the situation. https://t.co/gWr1aAFeQN",Fri Dec 06 05:54:21 +0000 2024,"['LagosBadagryExp', 'IncidentReport']"
"[6:15AM] #AgegeMotorRd #IncidentReport 

A broken down vehicle with tyre problem approaching the traffic light at Shogunle inward Bolade, Oshodi. The impediment is on the fast lane but not affecting vehicular movement at the moment. Effort is ongoing for recovery while our https://t.co/sBNOYzDcd2",Fri Dec 06 05:16:04 +0000 2024,"['AgegeMotorRd', 'IncidentReport']"
"[9:34PM] #Ijanikin #TrafficUpdate 

Good movement from Abule-Ado b/stop, Ojo Barracks, Volks b/stop down to Iyana Iba.

Okokomaiko inw Igbo Elerin is good for now, while slow movement from Church b/stop to Iyana Isashi.

Iyana Era inw Custom Checkpoint Agbara is good at the https://t.co/CpeJnJ4EDN",Thu Dec 05 20:37:32 +0000 2024,"['Ijanikin', 'TrafficUpdate']"
"[9:12PM] #OjoduBerger #TrafficUpdate 

Good movement in and out on Lagos Ibadan Express Way.
Traffic has subsided from Isheri Olowora, River Valley and Kosoko. 
Better movement inw VIS, Grammar School down to Wempco. 
Return journey is good. 

#FollowLASTMA https://t.co/MU6Q5DA5Y8",Thu Dec 05 20:16:41 +0000 2024,"['OjoduBerger', 'TrafficUpdate', 'FollowLASTMA']"
"[8:36PM] #LagosIsland #TrafficUpdate 

Movement from both Obalende Bridge and Osborne to link Ilubinrin, Adeniji and Adekunle on 3rd Mainland has finally subsided.
No impediment sighted while Officers are on ground for adequate monitoring.

#FollowLASTMA https://t.co/hURzKValLU",Thu Dec 05 19:39:04 +0000 2024,"['LagosIsland', 'TrafficUpdate', 'FollowLASTMA']"
"[8:21PM] #Maryland_Ikeja #TrafficUpdate 

The entire stretch of Anthony inward Maryland Intersection enroute Mobolaji Bank Anthony Way and Odo'yalaro respectively is good.

The traffic is free along the entire stretch of Oba Akinjobi Way, Ikeja G R.A, Kodesoh Road, Local Airport",Thu Dec 05 19:28:12 +0000 2024,"['Maryland_Ikeja', 'TrafficUpdate']"
"[3:20pm] #IkoroduRoad #IndependenceTunnel #BreakdownReport 

Another HCB has broken down with mechanical fault on the main carriageway of the Independence Tunnel inbound Maryland.
Our personnel are present around the impedement, especially to maintain steady flow on the corridor, https://t.co/PRBWsbwTh0",Thu Dec 05 14:24:48 +0000 2024,"['IkoroduRoad', 'IndependenceTunnel', 'BreakdownReport']"
"[3:14PM] #PWD #BreakdownReport 

A HCB has experienced a mechanical breakdown on the Ikeja Overpass Bridge inbound the National. This incident resulted in the obstruction of a lane, causing traffic congestion and extending the backlog to the Airport Uturn.
Earnest effort is now https://t.co/20zIBRo0n8",Thu Dec 05 14:17:55 +0000 2024,"['PWD', 'BreakdownReport']"
"[9:45AM] #Ikeja
#AwolowoWay
#Radio
#BreakdownReport

Traffic moves slowly from Coca Cola junction inward Radio enroute Allen junction due to a broken down truck at Radio.

A tow truck is on its way to move it off the road.
#FollowLASTMA https://t.co/ArSMVQ2fLp",Thu Dec 05 08:54:09 +0000 2024,"['Ikeja', 'AwolowoWay', 'Radio', 'BreakdownReport', 'FollowLASTMA']"
"[7:33AM] #Ikoyi
#OsbornRd
#AccidentReport

Due to the accident that occurred on Osborne road by the Foreshore inward Alfred Rewane, traffic has backlogged to Aadeniji on the third mainland bridge and still spreading beyond.
@followlasema ,LASTMA officials and other Rescue teams",Thu Dec 05 06:40:12 +0000 2024,"['Ikoyi', 'OsbornRd', 'AccidentReport']"
"[6:45AM] #LagIbdExpWay
#3MB
#Ikoyi
#TrafficUpdate

Traffic moves rapidly coming inward Lagos from Kara down to Tollgate, Iyana Oworo and the entire Third mainland bridge inward Adeniji.

We are experiencing some slowness on Osborne road due to a fallen 6-tyre truck at Osborne https://t.co/K4ZTbzFUXN",Thu Dec 05 06:00:42 +0000 2024,"['LagIbdExpWay', '3MB', 'Ikoyi', 'TrafficUpdate']"
"[5:55AM] #Orile
#Iganmu
#AccidentReport

A flat Body truck rammed into the median ontop of Iganmu bridge inward Orile bus stop and blocked all access of other vehicles towards Orile.

Kindly make use of other alternatives as effort is in top gear to evacuate it from the road. https://t.co/Y688OjvU9l",Thu Dec 05 05:00:49 +0000 2024,"['Orile', 'Iganmu', 'AccidentReport']"
"[5:45AM] #AgegeMotorRd
#TrafficUpdate

Traffic is moving as expected from Iyana Dopemu to Ikeja Along through Cement,Mangoro,Ile Zik and Ajayi farm.
Ikeja Along inward down to Oshodi is also free for now.
The return journey on the entire stretch back to Dopemu is good as well. https://t.co/AQyxxLhWYH",Thu Dec 05 04:57:19 +0000 2024,"['AgegeMotorRd', 'TrafficUpdate']"
"[9:08PM] #Ojodu #OjoduBerger #BreakdownReport 

The ball joint of  Honda Accord has given way just after River Valley inward Kosoko, right in the middle of the road. 

Though traffic is still good, effort is on to get it off the road. 

@lagosMOT1
@jidesanwoolu
@walemusa https://t.co/mxXseBb47r",Wed Dec 04 20:17:03 +0000 2024,"['Ojodu', 'OjoduBerger', 'BreakdownReport']"
"[8:00PM] #Jibowu #Yaba #BreakdownReport 

A lorry developed some mechanical problem at Jibowu inwards Empire, close to the rail line crossing.

This has taken up a lane, causing traffic to backlog to Herbert Macaulay road.

Efforts are now on for evacuation.

@lagosMOT1 https://t.co/nwAnxikw4l",Wed Dec 04 19:06:54 +0000 2024,"['Jibowu', 'Yaba', 'BreakdownReport']"
"[7:30PM] #LagosBadagryExpress #AccidentReport 

A goods-laden truck lost control and fell on its side at Morogbo junction, claiming about half of the road.

Traffic is building up fast as a result of this, and our men are putting up safety measures as well as taking steps for the https://t.co/eYc2hW8VUT",Wed Dec 04 18:43:22 +0000 2024,"['LagosBadagryExpress', 'AccidentReport']"
"[6:30PM] #IkoroduRoad #AccidentReport 

A Container-Laden truck lost control due to a brake failure and ran over BRT Median at Fadeyi inward the Dorman Long Bridge.

It has taken a lane and effort is on for recovery and evacuation. 

@lagosMOT1
@jidesanwoolu
@walemusa https://t.co/6ysBOljhjd",Wed Dec 04 17:43:53 +0000 2024,"['IkoroduRoad', 'AccidentReport']"
"[6:15PM] #VI #VictoriaIsland #BreakdownReport 

The Flat-bed trailer has been towed off the road.

Officers handling the backlog at the moment.

@lagosMOT1
@jidesanwoolu
@walemusa
@lagostraffic961
@TrafficChiefNG
@Sola_Giwa
@followlasg
@Mr_JAGs
@daily_trust
@Gidi_Traffic https://t.co/bP2zafiduw",Wed Dec 04 17:22:05 +0000 2024,"['VI', 'VictoriaIsland', 'BreakdownReport']"
"[6:09PM] #ThirdMainlandBridge #3MB #TrafficUpdate 

Traffic in and out of the Third Mainland Bridge is good a the moment.

Adeniji to Adekunle to Unilag Water-Front to Ilaje and Iyana Oworo is all good. https://t.co/3Y8v0C9DRP",Wed Dec 04 17:12:58 +0000 2024,"['ThirdMainlandBridge', '3MB', 'TrafficUpdate']"
"[6:09PM] #Ikoyi #TrafficUpdate 

Traffic is slow on Alfred Rewane to Osborne approaching the Ilubirin Merging Point.

This is due to the high influx of vehicles.

@lagosMOT1
@jidesanwoolu
@walemusa
@lagostraffic961
@TrafficChiefNG
@Sola_Giwa
@followlasg
@Mr_JAGs
@daily_trust",Wed Dec 04 17:11:43 +0000 2024,"['Ikoyi', 'TrafficUpdate']"
"[5:36PM] #Ikoyi #TrafficUpdate #StreetLights 

Installation of Street lights on-gping on Alfred Rewane by NNPC. 

This has caused traffic to backlog to the Falomo Bridge. 

Our men are strategically located, ensuring your movement is seamless. 

@lagosMOT1
@jidesanwoolu
@walemusa https://t.co/sxFzh0jKlA",Wed Dec 04 16:45:14 +0000 2024,"['Ikoyi', 'TrafficUpdate', 'StreetLights']"
"[5:32PM] #EkoBridge #Apongbon #TrafficUpdate 

Traffic is good from Apongbon under the bridge ascending the Eko Bridge where it is still good then slow on the Eko bridge proper. 

It is intermittently slow approaching the Costain end of the Bridge.

@lagosMOT1
@jidesanwoolu https://t.co/n3NmjDJmam",Wed Dec 04 16:38:52 +0000 2024,"['EkoBridge', 'Apongbon', 'TrafficUpdate']"
"[5:25PM] #AgegeMotorRoad #TrafficUpdate 

Traffic gets slow from Shogunle through PWD, Airport turning, National, on to the Ikeja Overpass approaching Ajayi farm where it gets better to Ile Zik.

Our men are fully stationed along the route to ensure seamless traffic flow. https://t.co/urTxJ0cMrB",Wed Dec 04 16:32:58 +0000 2024,"['AgegeMotorRoad', 'TrafficUpdate']"
"[5:16PM] #AgegeMotorRoad #BreakdownReport 

The commercial bus has been towed off the road to enable other motorists move seamleslly through this corridor.

@lagosMOT1
@jidesanwoolu
@walemusa
@lagostraffic961
@TrafficChiefNG
@Sola_Giwa
@followlasg
@Mr_JAGs
@daily_trust",Wed Dec 04 16:19:20 +0000 2024,"['AgegeMotorRoad', 'BreakdownReport']"
"[4:45PM] #VI #VictoriaIsland #BreakdownReport 

A flat-bed trailer broke down at Akin Adesola inward Law School, taking up a lane in the process.

Safety measures are being put in place by our Men while they manage the traffic situation.

@lagosMOT1
@jidesanwoolu
@walemusa https://t.co/IECMt1jwjk",Wed Dec 04 16:08:23 +0000 2024,"['VI', 'VictoriaIsland', 'BreakdownReport']"
"[4:35PM] #AgegeMotorRoad #BreakdownReport 

The Ball joint of a commercial bus gave way while descending the Ikeja Overpass inwards Ajayi Farm.

This has taken up a lane and is further spilling traffic to PWD.

Effort is on to get it off the road.

@lagosMOT1
@jidesanwoolu https://t.co/ZlcbfIbyeP",Wed Dec 04 16:04:25 +0000 2024,"['AgegeMotorRoad', 'BreakdownReport']"
"[4:20PM] #FunsoWilliams #AccidentRecovery #TrafficUpdate 

The recovery and evacuation of the Container and the truck involved in the accident at Barracks inwards Ojuelegba has now been completed.

The road has since been opened to traffic.

Traffic is good in and out of the https://t.co/ix0G7GlPnb",Wed Dec 04 15:57:52 +0000 2024,"['FunsoWilliams', 'AccidentRecovery', 'TrafficUpdate']"
"[12:20PM] #IyanaIpaja #BreakdownReport 

A @Lawma_gov Truck broke down just by the express inwards Iyana Ipaja Roundabout. 

This has taken up a lane, and effort is on to fix it and get it off the road.

@lagosMOT1
@jidesanwoolu
@walemusa
@lagostraffic961
@TrafficChiefNG https://t.co/I7AcZiv6GK",Wed Dec 04 12:12:47 +0000 2024,"['IyanaIpaja', 'BreakdownReport']"
"[11:36AM] #LagosBadagryExpress #AccidentReport 

An accident involving a Toyota Camry and a bus occurred just after Buhari Estate Agemowo. 

Victims have been taken to the Hospital and efforts are on to get the vehicles off the road.

@lagosMOT1
@jidesanwoolu
@walemusa https://t.co/cHq8DVik2J",Wed Dec 04 10:46:20 +0000 2024,"['LagosBadagryExpress', 'AccidentReport']"
"[11:00AM] #Agege #OldAbeokutaRoad #BreakdownReport 

A Container-Laden Truck has broken down due to a mechanical fault, at Agip inwards NITEL, taking up a lane in the process.

Safety measures have been put in place to ensure other motorists and road users can safely pass by https://t.co/ddEV4pssKI",Wed Dec 04 10:19:37 +0000 2024,"['Agege', 'OldAbeokutaRoad', 'BreakdownReport']"
"#FunsoWilliams #AccidentReport #StatusReport 

We implore onlookers not to constitute a nuisance around the scene so responders and trans-loaders can work speedily. 

Thank you.

#LASTMACares

@lagosMOT1
@lagostraffic961
@TrafficChiefNG
@Sola_Giwa
@followlasg
@Mr_JAGs https://t.co/xa3gLjHOit",Wed Dec 04 09:28:36 +0000 2024,"['FunsoWilliams', 'AccidentReport', 'StatusReport', 'LASTMACares']"
"[9:41AM] #FunsoWilliams #AccidentReport #AccidentRecovery #IncidentReport #TrafficUpdate 

Recovery effort at the scene of the container laden truck that lost control and fell on its side at Barracks inwards Ojuelegba is on-going.

Traffic has been detoured to the service lane. https://t.co/s1wfZ5HOwQ",Wed Dec 04 08:48:01 +0000 2024,"['FunsoWilliams', 'AccidentReport', 'AccidentRecovery', 'IncidentReport', 'TrafficUpdate']"
"[8:25AM] #LagosBadagryExpress #BreakdownReport 

A Sewage truck has got a flat tyre which is being fixed at Abule Ado inwards Mile 2.

Traffic is still good at the moment as it is not affecting traffic. 

@lagosMOT1
@lagostraffic961
@TrafficChiefNG
@Sola_Giwa
@followlasg
@Mr_JAGs https://t.co/OMAhTJQb8V",Wed Dec 04 07:33:20 +0000 2024,"['LagosBadagryExpress', 'BreakdownReport']"
"[7:51AM] #LagosBadagryExpress #BreakdownReport 

A Tipper developed some tyre problem at First Square bus stop inwards Iyana Era.

Though this is not affecting traffic, effort is on to fix it and get it moving.

@lagosMOT1
@lagostraffic961
@TrafficChiefNG
@Sola_Giwa
@followlasg https://t.co/T2maY4oULt",Wed Dec 04 06:54:52 +0000 2024,"['LagosBadagryExpress', 'BreakdownReport']"
"[7:40AM] #IkoroduRoad #BreakdownReport 

A Granite-Laden Truck has broken down atObanikoro inwards Palmgrove, taking up a lane in the process.

Traffic is still good at the moment even as efforts are being made to get it off the road.

@lagosMOT1
@lagostraffic961
@TrafficChiefNG",Wed Dec 04 06:50:37 +0000 2024,"['IkoroduRoad', 'BreakdownReport']"
"[7:20AM] #Oshodi #ApapaOshodiExpress #BreakdownReport 

A flat-bed trailer loaded with Iron Rods has broken down opposite NAFDAC inwards Oshodi Bridge.

It has taken up a lane in the process, also affecting traffic.

Effort is on to get it off the road.

@lagosMOT1 https://t.co/AjOPodiPPr",Wed Dec 04 06:28:11 +0000 2024,"['Oshodi', 'ApapaOshodiExpress', 'BreakdownReport']"
"[7:15AM] #LagosAbeokutaExpress #AccidentReport 

Recovery of the Tipper that fell on its side at Abule Tailor is ongoing.

Traffic is not affected.

@lagosMOT1
@lagostraffic961
@TrafficChiefNG
@Sola_Giwa
@followlasg
@Mr_JAGs
@daily_trust
@Gidi_Traffic
@instablog9ja
@HeroPrince_21 https://t.co/aF695FOiaa",Wed Dec 04 06:24:03 +0000 2024,"['LagosAbeokutaExpress', 'AccidentReport']"
"[7:05AM] #Ejigbo #AccidentReport 

A truck lost control and ran into the side of the road at Ikotun Roundabout Opposite Apostolic inwards Synagogue, taking up a lane.

Efforts are being made to get it off the road while traffic is already building up.

@lagosMOT1
@lagostraffic961 https://t.co/3bdSe20Wny",Wed Dec 04 06:19:36 +0000 2024,"['Ejigbo', 'AccidentReport']"
"[7:00AM] #OldAbeokutaRoad #BreakdownReport 

A truck developed some mechanical problem just before Total Petrol Station underneath the Agege Bridge, taking up a lane in the process.

Efforts are being made to get it off the road while traffic is gradually building up.

@lagosMOT1 https://t.co/MAqYvWz5GV",Wed Dec 04 06:12:49 +0000 2024,"['OldAbeokutaRoad', 'BreakdownReport']"
"[6:37AM] #ThirdMainlandBridge #TrafficUpdate 

Traffic is good entering the Third Mainland Bridge from the Iyana Oworo entry point through Ilaje, Unilag Water-Front, Adekunle and Adeniji.

Remember the bridge is not a certified racetrack but with regulated speed limits: 
- https://t.co/qFVkFic0Kb",Wed Dec 04 05:48:11 +0000 2024,"['ThirdMainlandBridge', 'TrafficUpdate']"
"[6:33AM] #AgegeMotorRoad #TrafficUpdate 

Traffic is still good coming in from Ile-Zik through Ajayi Farm, Ikeja Along where it is a bit sow inwards National due to the narrowing of the lanes there.

Traffic then gets better through Airport turning, PWD, Ladipo, Shogunle to https://t.co/7zpxRaWssM",Wed Dec 04 05:40:52 +0000 2024,"['AgegeMotorRoad', 'TrafficUpdate']"
"[6:30AM] #Ejigbo #BreakdownReport 

A truck broke down due to a rear tyre problem at Randuk Oke-Afa inwards Jakande Gate, taking up a lane in the process.

Efforts are already being made to fix the tyre and get moving. 

@lagosMOT1
@lagostraffic961
@TrafficChiefNG
@Sola_Giwa https://t.co/Vs2j2mdahd",Wed Dec 04 05:35:16 +0000 2024,"['Ejigbo', 'BreakdownReport']"
"[6:05AM] #FunsoWilliams #Ojuelegba #AccidentReport #IncidentReport 

In the early hours of today, the driver of a container-laden truck lost control, causing the truck and container fall on its side at Barracks inwards Ojuelegba, with an injured person

This has blocked access to https://t.co/C3LnmDluX4",Wed Dec 04 05:30:32 +0000 2024,"['FunsoWilliams', 'Ojuelegba', 'AccidentReport', 'IncidentReport']"
"[9:57PM] #Ijanikin #TrafficUpdate 

Movement from Abule Ado inw Iyana Iba is good.
Iyana Iba intersection inw Igando through First Gate down to Badore Bridge is good.

Afolabi Ege Flyover inw Igando is okay. 

In and out of Igbo Elerin is also good. 

Movement along Badagry https://t.co/LFBkTXRdrJ",Tue Dec 03 21:07:11 +0000 2024,"['Ijanikin', 'TrafficUpdate']"
"[8:18PM] #PWD #TrafficUpdate 

Bolade Oshodi Junction inw Ajayi Farm down to Ikeja Bridge is good.
 
Ajayi Farm inw Ile Zik is good, Ile Zik inw Sule Junction and Ile Zik inw Cement are good.

The stretch of Cement inw Bolade Oshodi intersection is good except for little delay at https://t.co/ERm8g5AvDo",Tue Dec 03 19:28:13 +0000 2024,"['PWD', 'TrafficUpdate']"
"[8:08PM] #Jibowu_Yaba_Oyingbo #TrafficUpdate 

Movement is very busy at Jibowu inward Fadeyi due to high influx for now.

Officers are on ground doing the needful.

#FollowLASTMA https://t.co/sNmTXFLwAw",Tue Dec 03 19:19:53 +0000 2024,"['Jibowu_Yaba_Oyingbo', 'TrafficUpdate', 'FollowLASTMA']"
"[7:40PM] #Dopemu #TrafficUpdate 

Agbotikuyo inw Swipha towards Akowonjo roundabout connecting Shasha is slow.

Vulcanizer b/stop inw Ogunlana Junction Egbeda is also busy.

Alaguntan Junction inw Akiwowo Junction down to Goye Junction is busy.
Goye junction inw Cement is good. https://t.co/bPUfNFq1w2",Tue Dec 03 18:43:31 +0000 2024,"['Dopemu', 'TrafficUpdate']"
"[7:32PM] #AjasaCommand #TrafficUpdate 

Busy movement around Megida Ayobo axis at the moment.

Amule, Oluwaga, Church roundabout, Adefemi, Ikola Oju Odo and Command Secondary School are all good. 
Approaching Command Junction is busy due to commercial activities.

Ekoro junction",Tue Dec 03 18:35:02 +0000 2024,"['AjasaCommand', 'TrafficUpdate']"
"[7:20PM] #Agege #TrafficUpdate 

Total U/bridge inward Nitel is busy due to alternation and commercial activities.

Approaching Oko Oba is good but a little delay at Abattoir due to alternation.

Okekoto inward Shofunde, Agbotikuyo is busy, but good approaching Olufunlayo down to",Tue Dec 03 18:24:19 +0000 2024,"['Agege', 'TrafficUpdate']"
"[7:03PM] #Alausa_Ikeja #TrafficUpdate 

Movement on Obafemi Awolowo Road is good from Barrack down to Allen junction.
Balogun inw Olowu Junction is good but busy from Olowu down to Ikeja U/bridge.
Return journey is good aside slight delay at alternation points.

Inw Alausa,",Tue Dec 03 18:09:20 +0000 2024,"['Alausa_Ikeja', 'TrafficUpdate']"
"[5:42PM] #EbuteEro #Apongbon #TrafficUpdate 

Vehicles descending from the CMS Bridge towards Offin Canal Market and Ijora Olopa are facing slow traffic due to the road maintenance work on the Eko Bridge. Similarly, traffic is moving slowly from UBA Roundabout towards Apongbon https://t.co/tuc9T8loJb",Tue Dec 03 16:45:54 +0000 2024,"['EbuteEro', 'Apongbon', 'TrafficUpdate']"
"[5:33PM] #OkotaIsolo #TrafficUpdate 

 The stretch from Cele to Pako is clear in both directions. Similarly, traffic is moving freely on Nwachukwu Drive, connecting to Cele.
The Cele Linked Bridge is open to traffic, and vehicles are moving smoothly in both directions towards https://t.co/ooIfj98cHh",Tue Dec 03 16:36:28 +0000 2024,"['OkotaIsolo', 'TrafficUpdate']"
"[5:16PM] #Dopemu #TrafficUpdate 

 Vehicles are flowing smoothly from Cement towards Dopemu, under the bridge, and Iyana Ipaja. The intersection at Goje, leading to Alaguntan, Alimosho Road, Akiwowo, and Cash Street, is also clear in both directions.

The route from Dopemu Bridge https://t.co/ewEY8DKte5",Tue Dec 03 16:24:20 +0000 2024,"['Dopemu', 'TrafficUpdate']"
"[4:35PM] #IkoroduRoad  #BreakdownReport 

A loaded Mack truck has broken down between Idera and Irawo due to a rear tyre issue. The disabled vehicle is currently occupying one lane of the road.
Fortunately, this development has only a paltry effect on traffic on the corridor, https://t.co/ZpceHCiwNN",Tue Dec 03 15:40:36 +0000 2024,"['IkoroduRoad', 'BreakdownReport']"
"[3:53PM] #Ikorodu #Imota #TrafficUpdate 

 Vehicles are moving freely from Sabo Roundabout towards Sabo Market Gate, Alaka, and Itamaga. The return journey from Itamaga to Sabo Roundabout is also unimpeded.
Similarly, traffic is flowing smoothly from Itamaga towards Lucky Fibre, https://t.co/HQuLGxpxbX",Tue Dec 03 14:56:09 +0000 2024,"['Ikorodu', 'Imota', 'TrafficUpdate']"
"[1:54PM] #LagosBadagryExp #BreakdownReport 

A tanker loaded with Premium Motor Spirit (PMS) has broken down on the Badagry Expressway at the CCECC Yard, Abule Osun inward Barracks. The IVECO truck is currently obstructing approximately 70% of the roadway.
A mechanic is at the https://t.co/Rv5r7L5Zeu",Tue Dec 03 12:59:46 +0000 2024,"['LagosBadagryExp', 'BreakdownReport']"
"[9:20AM] #IkoroduRd
#Awoyokun
#BreakdownReport

A loaded truck is having shaft related issues on the main carriage way at Awoyokun inward Onipan and slows down movement backwards Palm grove.

Effort is ongoing to fix it and move it off the road.
#FollowLASTMA https://t.co/k8ZnAUv2OX",Tue Dec 03 08:30:07 +0000 2024,"['IkoroduRd', 'Awoyokun', 'BreakdownReport', 'FollowLASTMA']"
"[8:10AM] #Apapa
#Coconut
#BreakdownReport

A loaded containerized truck is having a shaft problem at Coconut inward Mile12.
Owner is making an effort to remove it.
#FollowLASTMA https://t.co/UkmVeMTN1W",Tue Dec 03 07:20:40 +0000 2024,"['Apapa', 'Coconut', 'BreakdownReport', 'FollowLASTMA']"
"[7:50AM] #AnthonyOke
#BreakdownReport

There's a broken down LAWMA truck at Anthony oke bridge inwards Oshodihaving a mechanical fault.
A Tow truck had been contacted for removal.
Patience is required from road users.
#FollowLASTMA https://t.co/UEgJaQ4Q2E",Tue Dec 03 07:11:40 +0000 2024,"['AnthonyOke', 'BreakdownReport', 'FollowLASTMA']"
"[6:46AM] #Mile2 #AlakijaUnderneathTheBridge
#AccidentReport

A loaded containerized truck fell on its side at Alakija underneath the bridge and covered 40% of the road with little effect on traffic flow for now.

Men of LRU have been contacted for its removal.
#FollowLASTMA https://t.co/vhkl5ar4ry",Tue Dec 03 05:50:05 +0000 2024,"['Mile2', 'AlakijaUnderneathTheBridge', 'AccidentReport', 'FollowLASTMA']"
"[6:35AM] #LagAbkExpWay
#AbuleTailor
#AccidentReport

An articulated vehicle fell and split its contents on the side of the road at Abule Tailor inward Abule Egba on Lagos Abeokuta Express way.

The traffic situation is under control by our Officials and effort is also ongoing for https://t.co/0tNWKfB8xz",Tue Dec 03 05:44:07 +0000 2024,"['LagAbkExpWay', 'AbuleTailor', 'AccidentReport']"
"[6:30AM]#LagIbdExpWay
#3MB
#TrafficUpdate

Traffic is very encouraging from Kara to Berger down to Iyana Oworo.
Inward and outward movements on the Third mainland bridge is also a rapid flow for now,
It's expected to be busy as the influx inward the Island Increases.
Drive within https://t.co/6TvC9866jD",Tue Dec 03 05:38:42 +0000 2024,"['LagIbdExpWay', '3MB', 'TrafficUpdate']"
"[6:16AM] #AgegeMotorRd
#TrafficUpdate
Cement down to Ajayi farm and Ikeja Along still moving as expected, Ikeja Along to National is gradually building up as influx increases. 

Further movement from National to Bolade Oshodi intersection through Airport Bstop, PWD and Shogunle https://t.co/sdcjI0mfnf",Tue Dec 03 05:33:31 +0000 2024,"['AgegeMotorRd', 'TrafficUpdate']"
"[8:00PM] #ThirdMainlandBridge #3MB #TrafficUpdate 

Traffic is on the high side and quite slow coming in from Osborne inwards Ilubirin, Adeniji and the Third Mainland Bridge to Ilaje and Iyana Oworo as a result of the earlier reported accident that occurred at Ilaje inwards Iyana",Mon Dec 02 19:08:03 +0000 2024,"['ThirdMainlandBridge', '3MB', 'TrafficUpdate']"
"[7:10PM] #ThirdMainlandBridge #AccidentReport #AccidentRecovery #IncidentReport 

Recovery and evacuation of the vehicles involved in the accident that occurred on the Third Mainland Bridge; Ilaje inwards Iyana Oworo is still ongoing as rescue teams work harmoniously to ensure https://t.co/gtda31MCpv",Mon Dec 02 18:30:40 +0000 2024,"['ThirdMainlandBridge', 'AccidentReport', 'AccidentRecovery', 'IncidentReport']"
"[6:55PM] #IkoroduRoad #BreakdownRecovery #IncidentReport 

The High Capacity Bus that broke down at Owode Onirin inwards Owode Elede a while ago has been moved oof the road, traffic flow is a lot better now.

@lagosMOT1
@lagostraffic961
@TrafficChiefNG
@jidesanwoolu 
@Sola_Giwa",Mon Dec 02 18:16:50 +0000 2024,"['IkoroduRoad', 'BreakdownRecovery', 'IncidentReport']"
